test_year,asset_id,n_obs,mse_sep,mse_joint,mse_zero,delta_mse,r2_oos_joint,r2_oos_sep,mean_pred_sep,mean_pred_joint,delta_mean_pred,std_pred_sep,std_pred_joint,delta_std_pred,mean_true,std_true
2011,0,254,0.0004408308783370477,0.0004416986141064787,0.0004408035640730019,8.677357694309947e-07,-0.002030496362612322,-6.196470780195362e-05,-0.0006499692328332916,0.0006812080973759294,0.0013311773302092209,0.0015694167561264394,0.0,-0.0015694167561264394,-0.00031635381552758005,0.020992938916130896
2011,1,254,0.0004594951864297089,0.00045925052890435404,0.0004592035559888623,-2.446575253548487e-07,-0.00010229214229529049,-0.0006350787946722836,-5.295916687785171e-05,2.5622105174015028e-05,7.858127205186674e-05,0.0008581915877547206,8.660216236224361e-06,-0.0008495313715184962,-0.0014662664290772155,0.02137881237926521
2011,3,254,0.0006679483315069544,0.0006618784860660861,0.0006547557465867332,-6.069845440868286e-06,-0.010878468064593472,-0.02014886465524679,0.0011924290882907515,0.0019345657403148182,0.0007421366520240667,0.004102609009174574,0.0005645053853334673,-0.003538103623841107,-0.0013210038938836093,0.025554073947202185
2011,4,254,7.15703467412455e-05,7.093297911958455e-05,7.081171809837175e-05,-6.37367621660951e-07,-0.001712442862131125,-0.010713320665654003,0.0007996406318165186,0.0004763246397487819,-0.0003233159920677367,0.0005167816972181145,0.0,-0.0005167816972181145,0.00011087411022314347,0.008414239420770839
2011,5,254,0.0006199921954801663,0.0006307777789802817,0.0006313090144611539,1.078558350011533e-05,0.0008414824890876638,0.017925958162734124,0.00010301812192586464,-0.0009784467983990908,-0.0010814649203249554,0.004214173151798998,0.0,-0.004214173151798998,-0.0007606921605777137,0.025114345738999243
2011,7,254,0.0005675401757536027,0.0005625772880338056,0.0005625447568637478,-4.962887719797151e-06,-5.782858992264828e-05,-0.008880038128352696,0.00257891674680034,0.0004055113240610808,-0.002173405422739259,0.0008140664087484731,0.0,-0.0008140664087484731,0.00016264436534428332,0.02371746832345665
2011,8,254,0.0010095046779770615,0.0009990993603999898,0.0010000500933942701,-1.0405317577071634e-05,0.0009506853712231145,-0.009454110994281839,0.0023263617176709213,0.0007807994594817659,-0.0015455622581891553,0.0011270753837787444,0.0010061614931159049,-0.00012091389066283954,-0.0015346182837623836,0.03158631096088007
2011,10,254,0.0006762874802140099,0.0006689354892161726,0.0006676003114572524,-7.351990997837236e-06,-0.0019999657519718106,-0.01301252951454579,0.0011480246472546434,-0.0002739452454444813,-0.0014219698926991246,0.000825264655511786,0.0008281906715235902,2.926016011804179e-06,-0.0017163044255996422,0.025780896232984598
2011,12,254,0.0005836426057543645,0.0005742426324908122,0.0005774443406583603,-9.39997326355232e-06,0.005544617796232609,-0.010733961110325207,0.0008824331847232157,-0.0017412134668951136,-0.0026236466516183295,0.0013918078105472009,8.827760493345742e-06,-0.0013829800500538552,-0.0017795261549306582,0.02396409037126755
2011,13,254,0.00031907037408572314,0.0003192465627950221,0.00031710726927468763,1.761887092989532e-07,-0.0067462771358965945,-0.006190664804139212,0.00027734803871845635,0.000699296360835433,0.00042194832211697665,0.0004973765572873877,0.0,-0.0004973765572873877,-0.001179956176294687,0.017768370006748274
2011,14,254,4.6218544344164305e-05,4.797474521775021e-05,4.635441141482136e-05,1.7562008735859074e-06,-0.03495533118582017,0.0029310494192493763,-9.311181236439802e-05,0.0010247047757729888,0.0011178165881373869,0.00017405866255036014,0.0,-0.00017405866255036014,-0.00027828206665994897,0.006802717876422396
2011,15,254,0.00011159579526594894,0.00011229755428054048,0.00011229713477459025,7.017590145915403e-07,-3.7356781281694396e-06,0.006245390944738527,-0.00021320068108753894,8.263741619884968e-07,0.00021402705524952744,0.00038926596042883647,0.0,-0.00038926596042883647,-0.00025341006236552727,0.01059400387553649
2011,16,254,0.0002683679370056514,0.00026471129837126546,0.0002635519833459339,-3.6566386343859277e-06,-0.004398809717208074,-0.018273259030633593,-0.0005327165126800537,0.0009233489399775863,0.00145606545265764,0.0006588084730533445,0.0,-0.0006588084730533445,-0.00016610283885793193,0.016233434423832106
2011,17,254,0.00020748465135640297,0.00020629766051132303,0.0002071067241942624,-1.1869908450799467e-06,0.003906506107355989,-0.0018247942630105207,0.0003712332044823433,0.0007772554527036846,0.0004060222482213413,0.0005251640929922534,0.0,-0.0005251640929922534,0.0009090896157635795,0.014362460801157065
