n_asset_year_rows,mean_delta_mse,median_delta_mse,frac_assets_joint_better,mean_delta_std_pred,median_delta_std_pred,frac_std_pred_reduced,corr_delta_stdpred_delta_mse_all,mean_mse_sep,mean_std_pred_sep,frac_zero_std_joint,frac_zero_std_sep,n_noncollapsed,n_collapsed,frac_pos_r2_noncollapsed,mean_r2_noncollapsed
1873,-5.984541533239283e-06,-5.533950912873159e-07,0.5851575013347571,-0.0010668526309475757,-0.0007058611637467343,0.99893219434063,0.7851553099779703,0.0005368347332347506,0.0010863520260634171,0.9247197010144154,0.0,141,1732,0.28368794326241137,-0.010091713709156298
