test_year,asset_id,n_obs,mse_sep,mse_joint,mse_zero,delta_mse,r2_oos_joint,r2_oos_sep,mean_pred_sep,mean_pred_joint,delta_mean_pred,std_pred_sep,std_pred_joint,delta_std_pred,mean_true,std_true
2011,0,254,0.0004403213943357564,0.0004422785137692203,0.0004408035640730019,1.9571194334639004e-06,-0.0033460475740938467,0.0010938426468022344,2.3125546185050426e-06,0.0009386479505337775,0.0009363353959152724,0.0006023936298533084,0.0,-0.0006023936298533084,-0.00031635381552758005,0.020992938916130896
2011,1,254,0.00045669381920891656,0.00045949037203020466,0.0004592035559888623,2.7965528212881008e-06,-0.0006245945563829736,0.005465412336673192,-0.0011991742177037742,9.474391117691994e-05,0.0012939181288806941,0.001434774843678271,0.0,-0.001434774843678271,-0.0014662664290772155,0.02137881237926521
2011,3,254,0.0006584553707701437,0.0006530560790777904,0.0006547557465867332,-5.39929169235333e-06,0.002595880246646587,-0.005650388259586636,-1.9643822406220623e-05,-0.0011079692048951983,-0.0010883253824889778,0.0011826389482879694,0.0,-0.0011826389482879694,-0.0013210038938836093,0.025554073947202185
2011,4,254,7.160578833793335e-05,7.096357878268604e-05,7.081171809837175e-05,-6.42209555247312e-07,-0.0021445699722089095,-0.011213825351031215,0.0005554168624436761,0.0005160330329090357,-3.9383829534640454e-05,0.0008776128048777688,0.0,-0.0008776128048777688,0.00011087411022314347,0.008414239420770839
2011,5,254,0.0006300929941263447,0.0006308977817543406,0.0006313090144611539,8.047876279958927e-07,0.0006513968554121563,0.001926188771194881,0.0002908570999939611,-0.0011698618764057755,-0.0014607189763997366,0.0009855923444458145,0.0,-0.0009855923444458145,-0.0007606921605777137,0.025114345738999243
2011,7,254,0.0005732886935782386,0.0005629267133519969,0.0005625447568637478,-1.036198022624172e-05,-0.0006789797319923796,-0.01909881228720267,0.0020660158598751533,-0.0004764250188600272,-0.0025424408787351805,0.002591181194350293,0.0,-0.002591181194350293,0.00016264436534428332,0.02371746832345665
2011,8,254,0.0010059837483489078,0.0010010529977201642,0.0010000500933942701,-4.930750628743619e-06,-0.0010028540895288263,-0.005933357732609501,0.0010659385795199026,0.0002978548000101,-0.0007680837795098025,0.0006283561735283514,0.0,-0.0006283561735283514,-0.0015346182837623836,0.03158631096088007
2011,10,254,0.0006769606752011606,0.0006713898144066949,0.0006676003114572524,-5.570860794465752e-06,-0.005676304945350541,-0.01402090979178272,0.0018565090681154897,0.0008789226994849741,-0.0009775863686305156,0.0016374566020031646,0.0,-0.0016374566020031646,-0.0017163044255996422,0.025780896232984598
2011,12,254,0.0005702598478312868,0.000577828229150659,0.0005774443406583603,7.568381319372243e-06,-0.0006648060518890109,0.012441879366039577,-0.0009481765725833225,0.00010477791511220858,0.0010529544876955311,0.0012492003729878223,0.0,-0.0012492003729878223,-0.0017795261549306582,0.02396409037126755
2011,13,254,0.00031737123371003434,0.00032676245025987493,0.00031710726927468763,9.391216549840592e-06,-0.030447681023747508,-0.0008324137001036735,-7.104009800539241e-05,0.0021438184194266796,0.002214858517432072,0.00045265277029051134,0.0,-0.00045265277029051134,-0.001179956176294687,0.017768370006748274
2011,14,254,4.609123374019519e-05,4.628443100655713e-05,4.635441141482136e-05,1.9319726636193987e-07,0.0015096817353149605,0.0056775108688366105,-0.0005635931119909437,-0.00019190787861589342,0.00037168523337505026,0.0005096981729540749,0.0,-0.0005096981729540749,-0.00027828206665994897,0.006802717876422396
2011,15,254,0.00011035429649662773,0.0001127029088011268,0.00011229713477459025,2.348612304499067e-06,-0.0036133960795263764,0.0173008713166396,-7.532800980440275e-06,0.00043214860488660634,0.0004396814058670466,0.0006766453482253021,0.0,-0.0006766453482253021,-0.00025341006236552727,0.01059400387553649
2011,16,254,0.00026490476131814345,0.00027420778627664454,0.0002635519833459339,9.303024958501088e-06,-0.04043150347582092,-0.0051328696336687685,0.0008290316176226758,0.003102443180978298,0.0022734115633556225,0.0006423620543689578,0.0,-0.0006423620543689578,-0.00016610283885793193,0.016233434423832106
2011,17,254,0.00021084156539518873,0.00020630729526607377,0.0002071067241942624,-4.534270129114953e-06,0.0038599853833755082,-0.018033413523662833,-0.00027556615463626667,0.0007447272073477507,0.0010202933619840172,0.001437419839454265,0.0,-0.001437419839454265,0.0009090896157635795,0.014362460801157065
2011,18,254,0.0009403575006827729,0.0009371485775465907,0.0009402823619021838,-3.2089231361821747e-06,0.0033328120175023512,-7.991086894065802e-05,0.0004961601069827718,-0.0022519337944686413,-0.002748093901451413,0.0010407170468523749,0.0,-0.0010407170468523749,-0.0018217654067847202,0.030609860056929797
2011,19,254,0.0004222366329184145,0.00041806863998907016,0.00041815201483592516,-4.167992929344339e-06,0.00019938884400139134,-0.009768261152806046,0.0021786251816693254,0.0002028021408477798,-0.0019758230408215456,0.0009619436782190486,0.0,-0.0009619436782190486,0.0003069581875896326,0.020446461588915495
2011,20,254,0.0008359475550127362,0.0008424118555506559,0.0008397808619052551,6.464300537919717e-06,-0.0031329526126990803,0.0045646514065849075,-0.0009106488854397,0.0004157261864747852,0.001326375071914485,0.0011135338083761933,0.0,-0.0011135338083761933,-0.002956471667233794,0.028827766774172762
2011,21,254,0.00026794441340757965,0.000268352247627862,0.00026827443231456835,4.0783422028232855e-07,-0.0002900586262442051,0.0012301541527510729,0.001165408655766427,-0.00021451906650327146,-0.0013799277222696985,0.0006516306692261318,0.0,-0.0006516306692261318,7.411202164594376e-05,0.01637891753818963
2011,23,254,0.0005600408709260431,0.0005270786723593349,0.0005243201757949338,-3.29621985667082e-05,-0.005261091775114135,-0.06812763799705457,0.0024068254801466707,0.0005787254776805639,-0.0018281000024661068,0.0016740756398884763,0.0,-0.0016740756398884763,-0.002093888621940303,0.022802100917105043
2011,24,254,0.0008289315329715063,0.0008320883293590065,0.000827379425937476,3.156796387500144e-06,-0.005691347009499248,-0.0018759313869469718,0.001965120376095058,-0.0019125662511214614,-0.0038776866272165196,0.0007469312273364215,0.0,-0.0007469312273364215,0.00027476009157473323,0.028762891593675937
2011,25,254,0.0005398285473207907,0.0005411180809403798,0.000538057388864113,1.2895336195890752e-06,-0.0056884119419458035,-0.003291764955438703,0.0014164419038089242,0.0018122806213796139,0.00039583871757068964,0.0013449151921862328,0.0,-0.0013449151921862328,6.170925510203477e-05,0.023195981997577678
2011,28,254,0.00036116675586656173,0.0003613705591102414,0.000361267321212333,2.038032436796843e-07,-0.00028576594628582086,0.00027836823279170364,0.00012115973568572773,0.00019091714057140052,6.975740488567279e-05,0.0016663649222212536,0.0,-0.0016663649222212536,-0.00017491500015196277,0.019006228609459976
2011,29,254,0.0010258450096505259,0.0009634090703459845,0.0009733908751016142,-6.243593930454138e-05,0.010254672620171879,-0.053888048358205376,0.004118183686390636,-0.002006523311138153,-0.006124706997528789,0.0016931328135017533,0.0,-0.0016931328135017533,-0.003490600003501789,0.031003331864771687
2011,30,254,0.00025263100342401814,0.0002505265584349429,0.00025035017395263657,-2.104444989075216e-06,-0.0007045510674967836,-0.009110556766831257,0.0007050231421791663,0.00052349065663293,-0.00018153248554623623,0.0006053261392046074,0.0,-0.0006053261392046074,9.327576723489357e-05,0.015822182958867698
2011,31,254,0.0006093761090916478,0.0006024864074968029,0.0006021584053722328,-6.8897015948449864e-06,-0.0005447106967928494,-0.011986387061977855,0.001586512581804606,0.00032467234996147454,-0.0012618402318431315,0.0022513066389081046,0.0,-0.0022513066389081046,-0.00034279172489799136,0.024536521742202465
2011,32,254,0.0011071768122827236,0.00109670492131356,0.0011009429837306672,-1.0471890969163643e-05,0.003849484014827098,-0.005662262845740118,0.0013413586191774354,-0.002010225784033537,-0.0033515844032109723,0.0005052627152751156,0.0,-0.0005052627152751156,-0.002059238864026747,0.03311649919649644
2011,34,254,0.0004774914795487774,0.00047451015449211787,0.00047525220008326523,-2.981325056659531e-06,0.001561372237766312,-0.0047117708558104265,-0.002360967112573113,-0.0005872428882867098,0.0017737242242864032,0.0006446164973182378,0.0,-0.0006446164973182378,-0.0009254261078936398,0.02178062870079957
2011,35,254,0.0006124643702170812,0.0006058296527856553,0.0006049467961482909,-6.6347174314259445e-06,-0.001459395508804251,-0.012426835081456478,0.0018126323496497523,0.0008263980853371322,-0.00098623426431262,0.0007753920771221968,0.0,-0.0007753920771221968,-0.00012096037337334035,0.024595368766016992
2011,36,254,0.0004815962933196719,0.00046186313921881363,0.00046376889034097064,-1.973315410085829e-05,0.004109268995503013,-0.038440273485343734,0.0023910798513748516,-0.0005645349738188088,-0.0029556148251936604,0.0016802665251224324,0.0,-0.0016802665251224324,-0.001970162135194858,0.02144498429708017
2011,38,254,0.0007395055573768516,0.0007266546692393334,0.0007230376299882458,-1.2850888137518187e-05,-0.005002560172624015,-0.022776030880818032,-0.004687823201199685,0.0008684317581355572,0.005556254959335242,0.001936183151824836,0.0,-0.001936183151824836,-0.0016482961992865654,0.026838791880926072
2011,39,254,0.0007519272954952155,0.0007544961519597949,0.0007477591501600804,2.568856464579372e-06,-0.009009587911123829,-0.0055741816522643095,0.0011651629479381982,0.0017819924978539348,0.0006168295499157366,0.0003438806558094054,0.0,-0.0003438806558094054,-0.0009993040210875403,0.02732691972457779
2011,41,254,0.0003175809110238667,0.0003121445062841411,0.0003121369226182587,-5.4364047397255605e-06,-2.429595902575521e-05,-0.01744102671335024,0.001804479903827502,-0.0010618830565363169,-0.0028663629603638188,0.00022801532806302765,0.0,-0.00022801532806302765,-0.0005273706708957903,0.017659524421505174
2011,43,254,0.00026949400074777397,0.0002685754048997983,0.00026835761919800065,-9.185958479756488e-07,-0.0008115502829715293,-0.004234579041092479,0.0005711972068144581,0.00041985863936133683,-0.00015133856745312127,0.0009917080497885181,0.0,-0.0009917080497885181,-4.942666514396686e-05,0.016381549871815348
2011,44,254,0.00025706360146508,0.0002529830824456072,0.0002529628547264506,-4.080519019472801e-06,-7.996319925496209e-05,-0.01621086520020465,0.0016867445092501603,0.0001845413789851591,-0.0015022031302650012,0.00042351441885866455,0.0,-0.00042351441885866455,3.7465313950649686e-05,0.015904761899402996
2011,45,122,0.0018372135182073055,0.0014026581522931067,0.0012796615077338529,-0.0004345553659141988,-0.09611654630220778,-0.43570272849795977,0.018780828591008655,0.006723571629797826,-0.012057256961210829,0.0036630186879744145,0.0013150770281577478,-0.0023479416598166667,-0.005610845215760953,0.035329589916932594
